# Jones et al. 2006, MNRAS 369, 1: 6dFGS galaxy luminosity functions
# Column    Description
# 1         r_F - 5 log  h
# 2-4       log Phi_[vmax] (h^3 Mpc^-3), error+, error-
# 5-7       log Phi_[swml] (h^3 Mpc^-3), error+, error-
# 8         b_J - 5 log h
# 9-11      log Phi_[vmax] (h^3 Mpc^-3), error+, error-
# 12-14     log Phi_[swml] (h^3 Mpc^-3), error+, error- 
-19.375 -2.109 +0.012 -0.013 -2.099 +0.013 -0.014 -18.875 -2.087 +0.009 -0.009 -2.075 +0.010 -0.010
-19.125 -2.093 +0.015 -0.015 -2.082 +0.015 -0.016 -18.625 -2.055 +0.010 -0.011 -2.041 +0.011 -0.011
-18.875 -2.067 +0.017 -0.017 -2.061 +0.017 -0.018 -18.375 -2.019 +0.012 -0.012 -2 +0.013 -0.013
-18.625 -2.033 +0.019 -0.019 -2.070 +0.020 -0.021 -18.125 -2.030 +0.014 -0.014 -2.014 +0.015 -0.015
-18.375 -1.972 +0.020 -0.021 -2.045 +0.022 -0.023 -17.875 -1.989 +0.015 -0.016 -1.986 +0.016 -0.017
-18.125 -1.989 +0.024 -0.025 -2.025 +0.025 -0.027 -17.625 -1.958 +0.017 -0.018 -1.990 +0.018 -0.019
-17.875 -2.038 +0.030 -0.032 -2.024 +0.031 -0.033 -17.375 -1.867 +0.018 -0.019 -1.945 +0.020 -0.021
-17.625	-2.006 +0.035 -0.038 -1.999 +0.036 -0.039 -17.125 -1.872 +0.021 -0.022 -1.907 +0.022 -0.023
-17.375 -1.940 +0.037 -0.040 -1.917 +0.038 -0.042 -16.875 -1.861 +0.025 -0.026 -1.883 +0.026 -0.028
-17.125 -1.858 +0.039 -0.043 -1.911 +0.043 -0.048 -16.625 -1.866 +0.029 -0.031 -1.885 +0.031 -0.034
-16.875 -1.805 +0.044 -0.049 -1.834 +0.046 -0.052 -16.375 -1.796 +0.031 -0.034 -1.813 +0.033 -0.036
-16.625 -1.884 +0.055 -0.063 -1.928 +0.057 -0.066 -16.125 -1.802 +0.037 -0.040 -1.836 +0.039 -0.043
-16.375 -1.777 +0.056 -0.065 -1.874 +0.062 -0.072 -15.875 -1.700 +0.038 -0.042 -1.705 +0.039 -0.043
-16.125 -1.766 +0.065 -0.076 -1.762 +0.063 -0.074 -15.625 -1.640 +0.042 -0.046 -1.682 +0.044 -0.049
-15.875 -1.830 +0.078 -0.095 -1.834 +0.076 -0.092 -15.375 -1.817 +0.056 -0.064 -1.785 +0.055 -0.063
-15.625 -1.499 +0.068 -0.080 -1.682 +0.075 -0.091 -15.125 -1.547 +0.050 -0.057 -1.600 +0.052 -0.059
-15.375 -1.511 +0.076 -0.093 -1.590 +0.080 -0.099 -14.875 -1.438 +0.051 -0.058 -1.658 +0.062 -0.072
-15.125 -1.395 +0.081 -0.099 -1.544 +0.096 -0.124 -14.625 -1.490 +0.064 -0.075 -1.474 +0.058 -0.067
-14.375 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -14.375 -1.303 +0.056 -0.065 -1.526 +0.070 -0.083
-14.125 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -14.125 -1.380 +0.081 -0.099 -1.452 +0.078 -0.096
-13.875 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -13.875 -1.502 +0.100 -0.130 -1.573 +0.114 -0.156
-13.625 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -13.625 -1.536 +0.149 -0.228 -1.554 +0.154 -0.242

